"PID","ID","CID","Title","Definition","Includes","Excludes","Examples"
"3","34","341","Hand/machine-washing","Refers to activities related to the cleaning of textiles and clothing for household and family members.","– Hand washing, loading and unloading washing machine, sorting wash","– 136 Providing paid domestic services– 342 Drying; hanging out, bringing in wash– 343 Ironing/pressing/folding– 511 Unpaid volunteer household maintenance, management, construction, renovation and repairTime while the washing machine is working is not included. Respondent should report activities undertaken in the meantime.","– Hand–washing, soaking, rinsing– Sorting of laundry"
"3","34","342","Drying; hanging out, bringing in wash","Refers to activities to dry textiles and clothing for household and family members.","– Hanging out laundry– Drying/Spinning– Bringing in wash","– 136 Providing paid domestic services– 341 Hand/machine-washing– 343 Ironing/pressing/folding– 511 Unpaid volunteer household maintenance, management, construction, renovation and repairTime while the dryer is working is not included. Respondent should report activities undertaken in the meantime.","– Hung out laundry– Put clothes in the dryer machine– Loaded clothes dryer"
"3","34","343","Ironing/pressing/folding","Refers to activities to iron, press and fold textiles and clothing for household and family members.","– Ironing and pressing– Tasks connected with ironing and pressing– Folding and putting things away","– 136 Providing paid domestic services– 341 Hand/machine-washing– 342 Drying; hanging out, bringing in wash– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Put laundry in closet/drawer– Sorting/folding clothes– Ironed shirt– Folding sheets and putting them into the cupboard– Emptied the drying rack"
"3","34","344","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes","Refers to maintaining, repairing and caring of clothes and shoes for household and family members.","– Mending, repairing clothing and shoes– Mending, repairing other textiles such as bedsheets, table cloths, curtains, etc.– Polishing footwear","– 127 Making and processing goods for the market in household enterprises– 136 Providing paid domestic services– 22 Making and processing goods for own final use– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Repairing clothes– Repairing and polishing shoes– Putting seasonal clothes into storage– Unspecified making and care for textiles– Alteration of clothes (including ironing on transferes to t-shirts, dyeing clothing)– Changed a zipper– Cleaned boots"
"3","34","349","Other activities related to care of textiles and footwear","Refers to other activities related to care of textiles and footwear not classified elsewhere.","","– 341 Hand/machine-washing– 342 Drying; hanging out, bringing in wash– 343 Ironing/pressing/folding– 344 Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",""
"3","35","","Household management for own final use","Refers to the management of the household. Activities can be undertaken outside or from home.","– 351 Paying household bills– 352 Budgeting, planning, organizing duties and activities in the household– 359 Other activities related to household management","– 136 Providing paid domestic services– 31 Food and meals management and preparation– 32 Cleaning and maintaining of own dwelling and surroundings– 33 Do-it-yourself decoration, maintenance and repair– 34 Care and maintenance of textiles and footwear– 36 Pet care– 37 Shopping for own household and family members– 38 Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members– 39 Other unpaid domestic services for household and family members– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair",""
"3","35","351","Paying household bills","Refers to the time spent on paying own household bills.","– Paying rent, utilities, cable television, internet, etc.","– 136 Providing paid domestic services– 372 Shopping for/availing of services and related activity– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Paid internet online– Paid electricity bill– Paid for fuel/cooking gas"
"3","35","352","Budgeting, planning, organizing duties and activities in the household","Refers to the budgeting, planning, organizing duties or activities in the household.","– Planning monthly budget– Planning holidays– Planning chores","– 136 Providing paid domestic services– 351 Paying household bills– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Planning family trip– Borrowed for household expenses– Organized repayments"
"3","35","359","Other activities related to household management","Refers to other activities related to household management not classified elsewhere.","– Moving to new place to live, when the specific activities are not mentioned– Selling, disposing of household assets, including car","– 129 Other activities related to employment in household enterprises to produce goods– 136 Providing paid domestic services– 139 Other activities related to employment in households and household enterprises providing services– 351 Paying household bills– 352 Budgeting, planning, organizing duties and activities in the household– 371 Shopping for/purchasing of goods and related activities– 372 Shopping for/availing of services and related activity– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair– Searching for a property to buy (371)","– Reconfigured furniture in rooms– Put car in garage– Moved to a new place to live– Packed/unpacked– Sold car– Bought an advertisement to sell car– Selling whiteware or fixtures– Disposing of washing machines, microwave ovens"
"3","36","","Pet care","Refers to the care of own household or family member's pets.","– 361 Daily pet care– 362 Using veterinary care or other pet care services (grooming, stabling, holiday or day care)– 369 Other activities related to pet care","– 136 Providing paid domestic services– 31 Food and meals management and preparation– 32 Cleaning and maintaining of own dwelling and surroundings– 33 Do-it-yourself decoration, maintenance and repair– 34 Care and maintenance of textiles and footwear– 35 Household management for own final use– 37 Shopping for own household and family members– 38 Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members– 39 Other unpaid domestic services for household and family members– 51 Unpaid direct volunteering for other households– Shopping for pets (37)– Travel and waiting time related to pet care (38)",""
"3","36","361","Daily pet care","Refers to daily activities to take care of pets such as feeding, cleaning, grooming, walking, training and playing with pets","– Feeding, cleaning, grooming, walking, training and playing with pets","– 136 Providing paid domestic services– 362 Using veterinary care or other pet care services (grooming, stabling, holiday or day care)– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Cleaned aquarium– Walked dog– Cooked food for pet– Trained pet– Played with cat"
"3","36","362","Using veterinary care or other pet care services (grooming, stabling, holiday or day care)","Refers to the use of veterinary care or other pet care services such as grooming, stabling, holiday or day care","– Using veterinary care – Use of other pet care services including grooming, stabling, holiday or day care","– 136 Providing paid domestic services– 361 Daily pet care– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair","– Vet visit"
"3","36","369","Other activities related to pet care","Refers to other activities related to pet care not classified elsewhere.","","– 361 Daily pet care– 362 Using veterinary care or other pet care services (grooming, stabling, holiday or day care)",""
"3","37","","Shopping for own household and family members","Refers to the purchase of consumer and capital goods, and services for own household and family members.– This group considers canvassing and comparing prices, as well as online shopping.","– 371 Shopping for/purchasing of goods and related activities– 372 Shopping for/availing of services and related activity","– 136 Providing paid domestic services– 229 Acquiring supplies and disposing of products and other activities related to making and processing goods for own final use– 31 Food and meals management and preparation– 32 Cleaning and maintaining of own dwelling and surroundings– 33 Do-it-yourself decoration, maintenance and repair– 34 Care and maintenance of textiles and footwear– 35 Household management for own final use– 36 Pet care– 38 Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members– 39 Other unpaid domestic services for household and family members– 512 Unpaid volunteer shopping/purchasing goods and services",""
"3","37","371","Shopping for/purchasing of goods and related activities","Refers to the purchase of consumer and capital goods, canvassing and comparing prices of a product, online shopping of goods","– Shopping for/purchasing of consumer goods including shopping for/purchasing of consumer goods: food products and household supplies (groceries); takeout food; medical supplies; school supplies; gasoline; clothes– Shopping for/purchasing of durable/capital goods including cars, household appliances, articles and equipment; furniture; house","– 136 Providing paid domestic services– 372 Shopping for/availing of services and related activity– 512 Unpaid volunteer shopping/purchasing goods and services– Window-shopping (829)","– Shopped for groceries– Stopped for gas– Shopped for microwave– Searching online bookshops for a particular book– Ordering clothes/shoes online– Buying tickets to a show"
"3","37","372","Shopping for/availing of services and related activity","Refers to the purchase/availing services. – This group considers telephone calls in relation to canvassing, setting up appointments, etc., giving instructions to repairers, installers and going to place of service– Availing of all types of government services","– Shopping for/availing of repair and maintenance services– Shopping for/availing of administrative services including banking, legal, renting, using automated teller machine (ATM), posting letter (including meetings/discussions with financial planners and advisers)– Shopping for personal care services (not for oneself)– Shopping for medical and health-care services (not for oneself)– Shopping for/availing of childcare services– Shopping for educational services– Availing of government/public services– Other specified shopping/availing of services","– 136 Providing paid domestic services– 351 Paying household bills– 352 Budgeting, planning, organizing duties and activities in the household– 38 Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members– 417 Meetings and arrangements with schools and child care service providers– 426 Meetings and arrangements with adult care service providers– 512 Unpaid volunteer shopping/purchasing goods and services– 94 Receiving personal and health/medical care from others– Availing of personal and health/medical care services for own self (94)– Availing of educational, training, other related services for own self (6 or 8)– Traveling to and from place of service (38)","– Got internet installed at home– Bought tickets for concert"
"3","38","","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members","See Group 380","","",""
"3","38","380","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members","Refers to the travelling, moving, transporting or accompanying goods or persons related to the provision of services for own final use.","– Driving motorized vehicles, hand and pedal vehicles, animal–drawn carts etc.; sailing/rowing boats, barges etc.; piloting aircraft– Carrying and loading goods– Being a passenger in a motorized vehicle– Waiting for passengers, cargo","– 181 Employment-related travel– 25 Travelling, moving, transporting or accompanying goods or persons related to own-use production of goods– 333 Vehicle maintenance and repairs– 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members","– Drove to the recycle centre to drop recyclables– Took the bus to pick up my dog at the vet– Carried clothes to nearby source of water (common tap, pond, etc.) for washing– Brought home the clothes for drying– Carried clothes to nearby laundry– Collected clothes from laundry– Walked to the shops"
"3","39","","Other unpaid domestic services for household and family members","See Group 390","","",""
"3","39","390","Other unpaid domestic services for household and family members","Refers to other unpaid domestic services for household and family members not classified elsewhere.","","– 31 Food and meals management and preparation– 32 Cleaning and maintaining of own dwelling and surroundings– 33 Do-it-yourself decoration, maintenance and repair– 34 Care and maintenance of textiles and footwear– 35 Household management for own final use– 36 Pet care– 37 Shopping for own household and family members– 38 Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household and family members",""
"4","","","Unpaid caregiving services for household and family members","Refers to activities to provide caregiving services for own final use (excludes unpaid domestic services for household and family members classified under major division 3). – Provision of 'services' is beyond the 2008 SNA production boundary but inside the General production boundary and covers:(i) household accounting and management, purchasing and/or transporting goods (major division 3);(ii) preparing and/or serving meals, household waste disposal and recycling (major division 3);(iii) cleaning, decorating and maintaining one's own dwelling or premises, durables and other goods, and gardening (classified under major division 3);(iv) caring for domestic animals or pets (classified under major division 3);(v) childcare and instruction, transporting and caring for elderly, dependent or other household and family members, etc. – Care work refers to all those activities which are undertaken for family members including those belonging to another household either to comply with the law  or out of love/moral obligations (obligation or in some countries by law).– 'Households and family members' refers to 'household members and related family members living in other households' who are related, to a specified degree, through blood, adoption or marriage.– Note: In these divisions of activities it is assumed that working time arrangements are generally more informal or flexible compared to those under 11. Thus, this division does not include specific groups for short breaks and for lunch breaks. Activities associated with such breaks from work are classified in the corresponding class; for example, eating snack/meals is classified under 921 Eating meals/snack.","– 41 Childcare and instruction– 42 Care for dependent adults– 43 Help to non-dependent adult household and family members – 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members– 49 Other activities related to unpaid caregiving services for household and family members","– 1 Employment and related activities– 2 Production of goods for own final use– 3 Unpaid domestic services for household and family members– 5 Unpaid volunteer, trainee and other unpaid work",""
"4","41","","Childcare and instruction","Refers to the provision of care (physical and medical) and instruction to children.According to the Convention on the Rights of the Child, a child is defined as a person below the age of 18, unless the laws of a particular country set the legal age for adulthood younger. The Committee on the Rights of the Child, the monitoring body for the Convention, has encouraged States to review the age of majority if it is set below 18 and to increase the level of protection for all children under 18.According to the Principles and Recommendations for Population and Housing Censuses revision 3 (paragraph 3.441), for statistical purposes, “children” are defined as persons under 15 years of age, and “youths” are defined as those aged 15–24.","– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 419 Other activities related to childcare and instruction","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 42 Care for dependent adults– 43 Help to non-dependent adult household and family members – 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members– 49 Other activities related to unpaid caregiving services for household and family members– 513 Unpaid volunteer childcare and instruction",""
"4","41","411","Caring for children including feeding, cleaning, physical care","Refers to the care of very young children or children who need constant care and supervision: carrying, feeding/nursing, cleaning, bathing, changing diapers.","– Putting children to bed– Getting children ready for pre-school/playcentre/kindergarten/school/education facility– Giving personal care to children","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 513 Unpaid volunteer childcare and instruction","– Fed child– Bathed child– Dressed kids– Babysat little sibling– Cuddling with my child– Braided hair and sewed button to get child ready for school"
"4","41","412","Providing medical care to children","Refers to the provision of medical/health care to children.","– Giving medical/health-care to children","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 513 Unpaid volunteer childcare and instruction","– Took care of my sick child– Gave medicine to my child– Bandaging my child's knee"
"4","41","413","Instructing, teaching, training, helping children","Refers to instructing, teaching, tutoring, training and helping of children.","– Teaching children (in the role of a caregiver)– Other specified teaching, training, helping activities","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 513 Unpaid volunteer childcare and instruction–  Employment as a teacher (1)","– Helped my child with homework– Provided guidance to my kid– Tutored my child"
"4","41","414","Talking with and reading to children","Refers to the talking with and reading to children as part of the care of a child. – This group differs from '711 Talking, conversing, chatting' which is socialization.","– Talking to children– Reading to children– Providing emotional support (cheering up) to children","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 711 Talking, conversing, chatting– 513 Unpaid volunteer childcare and instruction","– Read book to the kids– Talked to kids– Read story to children"
"4","41","415","Playing and sports with children","Refers to the playing games and sports with children.","– Games– Sports","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers– 513 Unpaid volunteer childcare and instruction","– Played soccer with my child– Did puzzles with my kids– Played board games with my grandchildren– Did fingerpainting with children"
"4","41","416","Minding children (passive care)","Refers to the care for children without the active involvement implied in 411, 412, 413, 414 and 415.","– Monitoring children playing outside or sleeping, preserving a safe environment– Being an adult presence for children to turn to in need– Supervising games","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 417 Meetings and arrangements with schools and child care service providers– 513 Unpaid volunteer childcare and instruction","– Watching my kid playing in garden"
"4","41","417","Meetings and arrangements with schools and child care service providers","Refers to meetings and arrangements of schools and care services for children.","– Calls to schools– Visiting schools– Meeting babysitters","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 513 Unpaid volunteer childcare and instruction","– Visited schools– Interviewed babysitters– Talked to teachers– Attended Parent-Teacher (PTA) meeting– Hiring nanny"
"4","41","419","Other activities related to childcare and instruction","Refers to other activities related to childcare and instruction not classified elsewhere.","","– 411 Caring for children including feeding, cleaning, physical care– 412 Providing medical care to children– 413 Instructing, teaching, training, helping children– 414 Talking with and reading to children– 415 Playing and sports with children– 416 Minding children (passive care)– 417 Meetings and arrangements with schools and child care service providers",""
"4","42","","Care for dependent adults","Refers to the assistance and care provided to dependent adults.Dependent adults refers to persons suffering any physical or mental illness or any disability or impairment who require assistance or help from other person to undertake daily activities including older persons.This does not include adults who require temporary assistance.","– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers– 429 Other activities related to care for dependent adults","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 41 Childcare and instruction– 43 Help to non-dependent adult household and family members – 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members– 49 Other activities related to unpaid caregiving services for household and family members– 51 Unpaid direct volunteering for other households",""
"4","42","421","Assisting dependent adults with tasks of daily living","Refers to the care of dependent adults who need constant care and supervision.","– Giving personal care to adults– Feeding, washing, dressing, preparing them for bed","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers– 514 Unpaid volunteer care for adults","– Feeding elderly grandfather– Assisted with showering dependent adult– Made bed and cleaned room for dependent adult"
"4","42","422","Assisting dependent adults with medical care","Refers to the provision of medical/health care to dependent adults.","– Giving medical/health-care to dependent adults","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 421 Assisting dependent adults with tasks of daily living– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers– 514 Unpaid volunteer care for adults","– Prepared medicines for elderly mother"
"4","42","423","Assisting dependent adults with forms, administration, accounts","Refers to assistance to dependent adults with forms, administration and accounts (bank accounts)","– Completing documents for the dependent adult– Reading forms to the dependent adult","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers– 514 Unpaid volunteer care for adults","– Completed bank forms for my mother– Completed insurance claim for my grandfather– Collected pension for my father– Paid taxes for my father"
"4","42","424","Affective/emotional support for dependent adults","Refers to caring and providing emotional support to dependent adults.","– Cheering up dependent adults– Talking and listening to dependent adults","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers– 514 Unpaid volunteer care for adults","– Cheered up my grandmother"
"4","42","425","Passive care of dependent adult","Refers to caring for dependent adults without the active involvement implied in 421, 422, 423 and 424.","– Monitoring dependent adults while undertaking activities or sleeping, preserving a safe environment– Being a presence to turn to in need– Supervising activities","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 426 Meetings and arrangements with adult care service providers– 514 Unpaid volunteer care for adults","– Supervised my dad"
"4","42","426","Meetings and arrangements with adult care service providers","Refers to meetings and arrangements of care services for dependent adults.","– Calls to institutions– Visit institutions– Meeting carers","– 372 Shopping for/availing of services and related activity– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult","– Met with dad's carer"
"4","42","429","Other activities related to care for dependent adults","Refers to other activities related to care for dependent adults not classified elsewhere.","","– 421 Assisting dependent adults with tasks of daily living– 422 Assisting dependent adults with medical care– 423 Assisting dependent adults with forms, administration, accounts– 424 Affective/emotional support for dependent adults– 425 Passive care of dependent adult– 426 Meetings and arrangements with adult care service providers",""
"4","43","","Help to non-dependent adult household and family members ","Refers to the provision of help to non-dependent adult household and family members.– 'Household and family members' refers to 'household members and related family members living in other households' who are related, to a specified degree, through blood, adoption or marriage.– Non-dependent adult refers to persons NOT suffering any physical or mental illness or any disability or impairment. Non-dependent adults might requiere temporary care and supervision due to temporary illness.","– 431 Feeding, cleaning, physical care for non-dependent adult household and family members including for temporary illness– 432 Affective/emotional support for non-dependent adult household and family members– 439 Other activities related to care for non-dependent adult household and family members","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 41 Childcare and instruction– 42 Care for dependent adults– 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members– 49 Other activities related to unpaid caregiving services for household and family members– 51 Unpaid direct volunteering for other households",""
"4","43","431","Feeding, cleaning, physical care for non-dependent adult household and family members including for temporary illness","Refers to the provision of personal care and medical/health care to adults who need temporary care and supervision.","– Giving personal care to temporary sick adults– Giving medical/health-care to temporary sick adults– Other specified physical care of temporary sick adults","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 42 Care for dependent adults– 513 Unpaid volunteer childcare and instruction– 514 Unpaid volunteer care for adults","– Took care of my (non-dependent) mother with flu"
"4","43","432","Affective/emotional support for non-dependent adult household and family members","Refers to caring and providing emotional support to non-dependent household and family members.","– Cheering up non-dependent adults– Talking and listening to non-dependent adults","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 41 Childcare and instruction– 71 Socializing and communication– 513 Unpaid volunteer childcare and instruction– 514 Unpaid volunteer care for adults","– Cheered up my husband"
"4","43","439","Other activities related to care for non-dependent adult household and family members","Refers to other activities related to care for non-dependent household and family members not classified elsewhere.","","– 431 Feeding, cleaning, physical care for non-dependent adult household and family members including for temporary illness– 432 Affective/emotional support for non-dependent adult household and family members",""
"4","44","","Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members","Refers to the travelling and/or accompanying goods or persons related to unpaid caregiving services for household and family members","– 441 Travelling related to care-giving services for household and family members– 442 Accompanying own children– 443 Accompanying dependent adults– 444 Accompanying non-dependent adult household and family members","– 41 Childcare and instruction– 42 Care for dependent adults– 43 Help to non-dependent adult household and family members – 49 Other activities related to unpaid caregiving services for household and family members",""
"4","44","441","Travelling related to care-giving services for household and family members","Refers to the travel time to and from the place of service","– Travel time to and from the place of service","– 442 Accompanying own children– 443 Accompanying dependent adults– 444 Accompanying non-dependent adult household and family members","– Drove with my kid to the school/care center– Took the bus with my mother to the bank– Waiting for public transportation to go to the place of service"
"4","44","442","Accompanying own children","Refers to accompanying children to places.Own children refers to children from the household or family members who are related, to a specified degree, through blood, adoption or marriage.","– Accompanying children","– 441 Travelling related to care-giving services for household and family members","– Accompanied my child to the doctor– Accompanied my child to drawing/sports class"
"4","44","443","Accompanying dependent adults","Refers to accompanying dependent adults to places.","– Accompanying dependent adults","– 441 Travelling related to care-giving services for household and family members","– Accompanied my grandfather to the doctor"
"4","44","444","Accompanying non-dependent adult household and family members","Refers to accompanying non-dependent adults to places.","– Accompanying non-dependent adults","– 441 Travelling related to care-giving services for household and family members","– Accompanied my mother to the doctor to check her flu"
"4","49","","Other activities related to unpaid caregiving services for household and family members","See Group 490","","",""
"4","49","490","Other activities related to unpaid caregiving services for household and family members ","Refers to other activities related to unpaid caregiving services for household and family members not classified elsewhere.","","– 41 Childcare and instruction– 42 Care for dependent adults– 43 Help to non-dependent adult household and family members – 44 Travelling and accompanying goods or persons related to unpaid caregiving services for household and family members",""
"5","","","Unpaid volunteer, trainee and other unpaid work","Unpaid volunteer: Refers to any unpaid, non–compulsory activity to produce goods or provide services for others– 'Unpaid' is interpreted as the absence of remuneration in cash or in kind for work done or hours worked; nevertheless, volunteer workers may receive some small form of support or stipend in cash, when below one third of local market wages (e.g. for out–of–pocket expenses or to cover living expenses incurred for the activity), or in kind (e.g. meals, transportation, symbolic gifts).– 'Non–compulsory' is interpreted as work carried out without civil, legal or administrative requirement, that are different from the fulfilment of social responsibilities of a communal, cultural or religious nature;– Production 'for others' refers to work performed:(i) through, or for organizations comprising market and non–market units (i.e. organization–based volunteering) including through or for self–help, mutual aid or community–based groups of which the volunteer is a member (Division 52)(ii) for households other than the household of the volunteer worker or of related family members (i.e. direct volunteering) (Division 51)(Source: 19th ICLS para. 37)Unpaid trainee: Refers to any unpaid activity to produce goods or provide services for others, in order to acquire workplace experience or skills in a trade or profession.– 'Unpaid' is interpreted as the absence of remuneration in cash or in kind for work done or hours worked; nevertheless, these workers may receive some form of support, such as transfers of education stipends or grants, or occasional in cash or in kind support (e.g. a meal, drinks).– 'For others' refers to work performed in market and non–market units that are owned by non–household or non–family members.– Acquiring 'workplace experience or skills' may occur through traditional, formal or informal arrangements whether or not a specific qualification or certification is issued.(Source: 19th ICLS para. 33)Other unpaid work refers to activities such as unpaid community service and unpaid work by prisoners, when ordered by a court or similar authority, and unpaid military or alternative civilian service, and any other compulsory work performed without pay for others.(Source: 19th ICLS para. 8)","– 51 Unpaid direct volunteering for other households– 52 Unpaid community- and organization-based volunteering– 53 Unpaid trainee work and related activities– 54 Travelling time related to unpaid volunteer, trainee and other unpaid work– 59 Other unpaid work activities","– 1 Employment and related activities– 2 Production of goods for own final use– 3 Unpaid domestic services for household and family members– 4 Unpaid caregiving services for household and family members",""
"5","51","","Unpaid direct volunteering for other households","Refers to unpaid, non-compulsory activities to produce goods or provide services as help to other households, not arranged by an organization.","– 511 Unpaid volunteer household maintenance, management, construction, renovation and repair– 512 Unpaid volunteer shopping/purchasing goods and services– 513 Unpaid volunteer childcare and instruction– 514 Unpaid volunteer care for adults– 515 Unpaid volunteer unpaid help in enterprises owned by other households– 519 Other activities related to direct unpaid volunteering for other households","– 52 Unpaid community- and organization-based volunteering– 53 Unpaid trainee work and related activities– 54 Travelling time related to unpaid volunteer, trainee and other unpaid work– 59 Other unpaid work activities",""
"5","51","511","Unpaid volunteer household maintenance, management, construction, renovation and repair","Refers to unpaid, non-compulsory activities to provide household maintenance, management, construction, renovation and repair as help to other households, not arranged by an organization.","Unpaid volunteer activities such as:– Preparing and serving meals as help to other households– Cleaning and upkeep as help to other households– Care of textiles as help to other households– Household management as help to other households– Pet care as help to other households– Other specified help to other households– Construction, renovation and repairs of dwellings and other structures as help to other households","– 11 Employment in corporations, government and non-profit institutions– 128 Construction activities for the market in household enterprises– 132 Providing paid repair, installation, maintenance and disposal in households and household enterprises– 136 Providing paid domestic services– 23 Construction activities for own final use– 3 Unpaid domestic services for household and family members","– Cleaned neighbour's house– Helping with neighbour's garden– Walking neighbour's dog"
"5","51","512","Unpaid volunteer shopping/purchasing goods and services","Refers to unpaid, non-compulsory activities to shop/purchase goods and services as help to other households, not arranged by an organization.","Unpaid volunteer activities such as:– Shopping for/purchasing of goods as help– Shopping for/purchasing of services as help– Other specified shopping/purchasing as help","– 11 Employment in corporations, government and non-profit institutions– 136 Providing paid domestic services– 129 Other activities related to employment in household enterprises to produce goods– 37 Shopping for own household and family members– 371 Shopping for/purchasing of goods and related activities– 372 Shopping for/availing of services and related activity","– Shopped (including online) groceries for neighbour"
"5","51","513","Unpaid volunteer childcare and instruction","Refers to unpaid, non-compulsory activities to take care and instruct children as help to other households, not arranged by an organization.","Unpaid volunteer activities such as:– Caring for children including feeding, cleaning, physical care as help– Providing health/medical care to children as help– Instructing, teaching, training, helping children as help– Talking with and reading to children (including emotional support) as help– Playing and sports with children as help– Minding children (passive care) as help","– 11 Employment in corporations, government and non-profit institutions– 135 Providing paid personal care services in households and household enterprises– 41 Childcare and instruction","– Took care of neighbour's child"
